UPC	Description	Categories (self defined)	Department	Price	Categories (self defined)	Category Ave Price 
00000000005979	CPN 5979	HOT DELI	HOT DELI	$6.99 		5.19
00020500300000	SCALLOPED POTAOES	HOT DELI	HOT DELI	$3.99 		5.19
00020500400000	HOT DELI	HOT DELI	HOT DELI	$9.99 		5.19
00020657000000	CHKN PCS FRIED	HOT DELI	HOT DELI	$9.99 		5.19
00020657800000	CHICKEN PCS BKD/RSTD	HOT DELI	HOT DELI	$3.99 		5.19
00020660900000	WHOLE CHICKEN ROTISSERIE	HOT DELI	HOT DELI	$7.49 		5.19
00020661900000	CHICKEN STRIPS	HOT DELI	HOT DELI	$4.99 		5.19
00020662000000	8-PC CHICKEN MEAL	HOT DELI	HOT DELI	$6.99 		5.19
00020662300000	2-PC CHKN MEAL	HOT DELI	HOT DELI	$9.99 		5.19
00020665900000	MACARONI & CHEESE	HOT DELI	HOT DELI	$4.99 		5.19
00020685700000	BURRITO	HOT DELI	HOT DELI	$0.99 		5.19
00020686300000	CRISPITOS	HOT DELI	HOT DELI	$1.59 		5.19
00020728200000	CORN DOG	HOT DELI	HOT DELI	$0.99 		5.19
00020740400000	JO JO POTATOES	HOT DELI	HOT DELI	$1.99 		5.19
00001540002311	WF HSHOLD GLOVE SM BAG	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$1.69 		$4.17 
00001540002671	WF ALKLN BATTERIES AAA	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$1.69 		4.168695652
00001540003358	WF FLEX FABRC 3/4IN BANDG	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$2.59 		4.168695652
00001540006193	WF ALKLN BATTERIES AA	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$6.69 		4.168695652
00002120001033	"SCOTCH 1/2"" DBL STCK TAPE"	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$3.69 		4.168695652
00002120001047	SCOTCH STRAP-CARDED #46	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$2.69 		4.168695652
00002120001113	SCOTCH MAGIC TRNSPRNT 122	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$2.59 		4.168695652
00002260090125	FIRST RESPONSE 1-STEP PRG	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$15.49 		4.168695652
00002270063230	CG PERFECT PT PENCIL ESPR	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$6.19 		4.168695652
00003270003998	HM WHT SOFTWOOD BEDDING &LITT	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$2.75 		4.168695652
00003270003999	WHT SFTWOOD SHAVINGS 15	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$4.49 		4.168695652
00003600003000	KOTEX THIN MAXI PADS	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$3.99 		4.168695652
00003600003021	KOTEX LONG SUPER MAXI PAD	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$3.99 		4.168695652
00003980001083	EV C SHD 1235BP-2	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$1.49 		4.168695652
00003980004089	EV AAA SHD 1215BP-4	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$1.28 		4.168695652
00004606503003	ATLAS SUPER GRIP GLOVES LG	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$3.99 		4.168695652
00005001680007	THE AMAZING BUG ZAPPER	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$8.39 		4.168695652
00005113165665	"SCOTCH 3/4"" GNRL PRP MSK"	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$7.39 		4.168695652
00007079280003	FQ HH MAX SUPERGLUE 2G	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$1.39 		4.168695652
00007161811510	BAR KEEPERS FRIEND	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$2.99 		4.168695652
00007675324451	"GC BAMBOO SKEWERS 1"""	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$1.39 		4.168695652
00007829116911	TARN X TARNISH REMOVER	HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$7.69 		4.168695652
00068396999201		HOUSEHOLD SUPPLIES	GENERAL MERCHANDISE	$1.35 		4.168695652
00001405401405	ODWALLA CARROT JUICE	JUICE	PRODUCE	$3.29 	JUICE	$3.33 
00003030460008	LAMB'S ORANGE JUICE 8 OZ	JUICE	PRODUCE	$1.99 	JUICE	3.33
00008259272015	NAKED GREEN MACHINE SUPRFOOD	JUICE	PRODUCE	$3.79 	JUICE	3.33
00008259272715	NAKED BLUE MACHINE	JUICE	PRODUCE	$3.79 	JUICE	3.33
00008259292015	NAKED JUICE ORANGE MANGO	JUICE	PRODUCE	$3.79 	JUICE	3.33
00007000015340	HALLMARK	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$1.99 		$2.46 
00007547008233	MAGAZINE	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$4.29 		2.457916667
00007575572105	TF SECURITY ENVELOPE LEGA	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$1.49 		2.457916667
00007890863141	NEWSPAPER	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$2.00 		2.457916667
00008950502005	USA TODAY	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$0.75 		2.457916667
00008950503005	USA TODAY	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$0.75 		2.457916667
00008950505005	USA TODAY PAPER	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$0.75 		2.457916667
00061029000136	EVERYDAY CARDS	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$1.99 		2.457916667
00061029000137	HALLMARK	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$2.29 		2.457916667
00061029000141	HALLMARK	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$3.29 		2.457916667
00061029001908	HALLMARK	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$2.69 		2.457916667
00061029003837	HALLMARK	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$3.69 		2.457916667
00061029003870	HALLMARK	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$4.29 		2.457916667
00061029004764	HALLMARK CARD	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$4.99 		2.457916667
00061029012382	MOTHERS DAY CARD	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$4.29 		2.457916667
00061029013030	HALLMARK	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$2.49 		2.457916667
00061029014636	MOTHERS DAY CARD	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$2.49 		2.457916667
00071417000011	SUNDAY PAPER	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$2.00 		2.457916667
00071417000013	SUNDAY OREGONIAN	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$2.00 		2.457916667
00071417000033	OREGONIAN PAPER	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$0.75 		2.457916667
00071417000063	THE OREGONIAN	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$0.75 		2.457916667
00072527451026	MAGAZINES	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$3.49 		2.457916667
00072652800745	HALLMARK	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$1.49 		2.457916667
00072652814931	HALLMARK	MAGAZINE/NEWSPAPER/CARDS	GENERAL MERCHANDISE	$3.99 		2.457916667
00001805318348	HARRY'S BEEF STEW	MEAT	MEAT	$6.99 		$9.29 
00004450031336	H/SHIRE CHEDDARWURST	MEAT	MEAT	$4.29 		9.291875
00004450033121	H/SHIRE POLSKA KIELBASA	MEAT	MEAT	$4.29 		9.291875
00007682902428	CDALE MAPLE FLV BACON	MEAT	MEAT	$5.39 		9.291875
00020002900000	GROUND TURKEY WHITE	MEAT	MEAT	$9.99 		9.291875
00020003900000	FF GIZZARDS	MEAT	MEAT	$9.99 		9.291875
00020004100000	FF HEARTS	MEAT	MEAT	$9.99 		9.291875
00020067300000	FF B/S BREAST	MEAT	MEAT	$9.99 		9.291875
00020087300000	FF JUMBO THIGHS	MEAT	MEAT	$1.99 		9.291875
00020094700000	BNLS SKNLS CHIX BREAST FAM	MEAT	MEAT	$1.68 		9.291875
00020120300000	BF RIB EYE STEAK BNLS	MEAT	MEAT	$13.99 		9.291875
00020136900000	BEEF LOIN T-BONE STEAK	MEAT	MEAT	$11.99 		9.291875
00020138800000	BF LOIN TENDERLOIN STEAK	MEAT	MEAT	$15.99 		9.291875
00020140400000	BEEF LOIN NEW YORK STEAK	MEAT	MEAT	$12.99 		9.291875
00020142200000	BEEF LOIN TOP SIRLOIN STEAK	MEAT	MEAT	$7.49 		9.291875
00020142400000	BEEF LOIN TOP SIRLOIN F/P	MEAT	MEAT	$6.49 		9.291875
00020142900000	BEEF LOIN TRI TIP ROAST	MEAT	MEAT	$3.99 		9.291875
00020165900000	LN GRND BEEF 2% FAT	MEAT	MEAT	$3.19 		9.291875
00020166100000	LEAN GRND BEEF 2% FAT F/P	MEAT	MEAT	$1.99 		9.291875
00020166500000	EX-LEAN GROUND BEEF 15% FAT	MEAT	MEAT	$3.99 		9.291875
00020166700000	EX LEAN GRND BEEF FAM PACK	MEAT	MEAT	$3.69 		9.291875
00020168300000	BEEF PATTIES 16% FAT	MEAT	MEAT	$3.99 		9.291875
00020172700000	BEEF FOR STEW	MEAT	MEAT	$4.99 		9.291875
00020299800000	GROUND LAMB	MEAT	MEAT	$99.00 		9.291875
00020318500000	PORK SHOULD BUTT RST BNLS	MEAT	MEAT	$3.49 		9.291875
00020518300000	FOSTER FARMS CHICKEN	MEAT	MEAT	$1.49 		9.291875
00026062200000	COAST RNG ORG CHIX THIGHS	MEAT	MEAT	$4.99 		9.291875
00029369300000	JOHNSONVILLE SAUSAGE	MEAT	MEAT	$3.49 		9.291875
00061611214401	MENU/FR CKN BR FJITA STRP	MEAT	MEAT	$5.35 		9.291875
00063486891094	TRAEGER PORK & PLRTY SHK	MEAT	MEAT	$9.99 		9.291875
00064952214151	ZENNER LOIUS RED HOTS V/P	MEAT	MEAT	$4.19 		9.291875
00082979301003	DEL REAL CARNITAS FRD PORK	MEAT	MEAT	$5.99 		9.291875
00000980000004	TIC TAC SPEARMINTS	MINTS/GUM	GROCERY	$0.79 		$1.59 
00000980000005	TIC TAC CHERRY PASSION SI	MINTS/GUM	GROCERY	$0.99 		1.592222222
00001254630026	DENTYNE ICE S/F SPEARMINT	MINTS/GUM	GROCERY	$1.49 		1.592222222
00001254661229	TRIDENT S/F ORIGINAL VUP	MINTS/GUM	GROCERY	$1.49 		1.592222222
00001254667123	TRIDENT SPLASH S/F STRAW/	MINTS/GUM	GROCERY	$1.39 		1.592222222
00001254668002	STRIDE S/F WINTERBLUE	MINTS/GUM	GROCERY	$1.49 		1.592222222
00001254671150	CERTS PEPPERMINT MINTS	MINTS/GUM	GROCERY	$0.73 		1.592222222
00001254691534	BUBBLICIOUS BLUE BLOWOUT	MINTS/GUM	GROCERY	$0.65 		1.592222222
00001254691758	BUBBLICIOUS WATERMELON GU	MINTS/GUM	GROCERY	$0.65 		1.592222222
00002200000488	ORBIT S/F WINTERMINT	MINTS/GUM	GROCERY	$1.49 		1.592222222
00002200015931	ALTOIDS SPEARMINT MINTS	MINTS/GUM	GROCERY	$2.09 		1.592222222
00003400000764	BREATHSAVERS PEPPERMINT	MINTS/GUM	GROCERY	$0.79 		1.592222222
00004000000162	SKITTLES WILD BERRY	MINTS/GUM	GROCERY	$4.00 		1.592222222
00004000000560	3 MUSKETEERS MINT SINGLES	MINTS/GUM	GROCERY	$4.00 		1.592222222
00007172053015	JUNIOR MINTS	MINTS/GUM	GROCERY	$4.00 		1.592222222
00007339000011	MENTOS ROLLS - MINT	MINTS/GUM	GROCERY	$0.93 		1.592222222
00007339000203	AIRHEADS-WATERMELON	MINTS/GUM	GROCERY	$1.00 		1.592222222
00007726000141	R/S MINT DREAM BAR	MINTS/GUM	GROCERY	$0.69 		1.592222222
00000000001081	MONEY ORDER SALE	MONEY ORDERS	MONEY ORDERS			
00003004279100		NAT FOOD GROCERY	NAT FOOD GROCERY	$3.89 		$3.51 
00003096322120	MLO BIO BAR CHOC PNT BTR	NAT FOOD GROCERY	NAT FOOD GROCERY	$1.79 		3.50952381
00003291700010	TM WTLSS ORIGINAL TEA	NAT FOOD GROCERY	NAT FOOD GROCERY	$5.69 		3.50952381
00004125300185	NAPOLEON BALSMC VINEGR	NAT FOOD GROCERY	NAT FOOD GROCERY	$7.99 		3.50952381
00004318200855	NF MANGO CHUNKS	NAT FOOD GROCERY	NAT FOOD GROCERY	$3.39 		3.50952381
00004319210310	NANCYS NF PLN YOGURT	NAT FOOD GROCERY	NAT FOOD GROCERY	$1.19 		3.50952381
00004744591943	CHOICE ROOIBOS	NAT FOOD GROCERY	NAT FOOD GROCERY	$4.49 		3.50952381
00005260304186	PACIFIC FDS RSTD RD PPPER	NAT FOOD GROCERY	NAT FOOD GROCERY	$2.49 		3.50952381
00007084787605	HANSEN DIET ROOTBEER	NAT FOOD GROCERY	NAT FOOD GROCERY	$4.19 		3.50952381
00007448390285	WFF CAGE FR EGG LRG BROWN	NAT FOOD GROCERY	NAT FOOD GROCERY	$3.99 		3.50952381
00007487397004	WB NF VANILLA SOY BEVERAGE	NAT FOOD GROCERY	NAT FOOD GROCERY	$2.99 		3.50952381
00008114600340	CAS FRESH FF STRAWBRY YGR	NAT FOOD GROCERY	NAT FOOD GROCERY	$4.19 		3.50952381
00008819434006	BRWN COW WHL MILK COFFEE	NAT FOOD GROCERY	NAT FOOD GROCERY	$1.19 		3.50952381
00065487100041	CRYSTAL GYSR SPKLG WTR OR	NAT FOOD GROCERY	NAT FOOD GROCERY	$5.00 		3.50952381
00072225210300	CLIF LUNA-CHOCOLATE PECAN	NAT FOOD GROCERY	NAT FOOD GROCERY	$1.79 		3.50952381
00072225210330	CLIF LUNA-LEMON TWIST	NAT FOOD GROCERY	NAT FOOD GROCERY	$1.79 		3.50952381
00072534226073	MUIR GLEN DICED TOMATOES	NAT FOOD GROCERY	NAT FOOD GROCERY	$1.99 		3.50952381
00072534228183	MUIR GLEN ORG GROUND PEEL	NAT FOOD GROCERY	NAT FOOD GROCERY	$2.49 		3.50952381
00074951277220	IANS ITALIAN BREADCRUMBS	NAT FOOD GROCERY	NAT FOOD GROCERY	$4.19 		3.50952381
00076566731685	ANNIE CHUNS THAI PEANUT S	NAT FOOD GROCERY	NAT FOOD GROCERY	$5.49 		3.50952381
00085428501702	SIMPLY ASIA T/O SWEET & S	NAT FOOD GROCERY	NAT FOOD GROCERY	$3.49 		3.50952381
00001090000018	REYNOLDS ALUMINUM FOIL	NONFOOD GROCERY	NONFOOD GROCERY	$11.49 		$5.54 
00001111161102	DOVE COOL MOISTURE 2BAR S	NONFOOD GROCERY	NONFOOD GROCERY	$3.19 		5.5404
00001258757261	GLAD TALL KIT DRAW STRING	NONFOOD GROCERY	NONFOOD GROCERY	$3.69 		5.5404
00001258770419	GLAD LRG FORCEFLX TRASH D	NONFOOD GROCERY	NONFOOD GROCERY	$5.99 		5.5404
00001540002093	W/F FIRELOGS FULL CASE	NONFOOD GROCERY	NONFOOD GROCERY	$17.99 		5.5404
00001540002104	WF PAPER PLATE UNCOATD WH	NONFOOD GROCERY	NONFOOD GROCERY	$2.59 		5.5404
00001540002172	WF PRE WASH SPRAY	NONFOOD GROCERY	NONFOOD GROCERY	$2.99 		5.5404
00001540002199	WF WHT PAPER PLATE 6IN	NONFOOD GROCERY	NONFOOD GROCERY	$1.79 		5.5404
00001540002225	WF FAC TIS W 2PLY	NONFOOD GROCERY	NONFOOD GROCERY	$1.59 		5.5404
00001540002227	WF BTH TIS ULT BIG	NONFOOD GROCERY	NONFOOD GROCERY	$2.59 		5.5404
00001540002655	WF PLASTIC BI COLOR CUPS	NONFOOD GROCERY	NONFOOD GROCERY	$2.49 		5.5404
00001540002704	WF SANDWICH BAGS FOLD TOP	NONFOOD GROCERY	NONFOOD GROCERY	$1.89 		5.5404
00001540002707	WF TRASH CAN 33 GAL	NONFOOD GROCERY	NONFOOD GROCERY	$6.49 		5.5404
00001540003225	WF CAT LITTER	NONFOOD GROCERY	NONFOOD GROCERY	$4.39 		5.5404
00001540003239	WF SCOURING CLEANSER	NONFOOD GROCERY	NONFOOD GROCERY	$0.79 		5.5404
00001540003301	WF FAC TIS POPUP	NONFOOD GROCERY	NONFOOD GROCERY	$1.69 		5.5404
00001540003696	WF SLC CHICKEN CAT FOOD	NONFOOD GROCERY	NONFOOD GROCERY	$2.00 		5.5404
00001540003913	WF FIRE LOGS	NONFOOD GROCERY	NONFOOD GROCERY	$3.19 		5.5404
00001540004135	WF DOG FD LAMB & RICE DNR	NONFOOD GROCERY	NONFOOD GROCERY	$0.59 		5.5404
00001540004794	WF FAB SFT SHEET FRESH	NONFOOD GROCERY	NONFOOD GROCERY	$2.19 		5.5404
00001540006402	WF DECOR PAPER PLATE 7IN	NONFOOD GROCERY	NONFOOD GROCERY	$3.89 		5.5404
00001540006407	WF DOG BISCUITS LRG POLY	NONFOOD GROCERY	NONFOOD GROCERY	$4.39 		5.5404
00001750004403	BON AMI CLEANSER	NONFOOD GROCERY	NONFOOD GROCERY	$1.49 		5.5404
00001780001451	PURINA BENEFUL	NONFOOD GROCERY	NONFOOD GROCERY	$17.99 		5.5404
00001780003199	PURINA ONE CAT SENSITIVE	NONFOOD GROCERY	NONFOOD GROCERY	$7.89 		5.5404
00001780047474	PURINA O.N.E SALMON/TUNA	NONFOOD GROCERY	NONFOOD GROCERY	$7.89 		5.5404
00002310001006	PEDIGREE CHOPPED BEEF	NONFOOD GROCERY	NONFOOD GROCERY	$1.69 		5.5404
00002570000390	ZIPLOC SANDWICH BAGS	NONFOOD GROCERY	NONFOOD GROCERY	$2.79 		5.5404
00002570015625	ZIPLOC FREEZER BAG 2% BN	NONFOOD GROCERY	NONFOOD GROCERY	$4.19 		5.5404
00003320000855	PARSONS LEMON AMMONIA	NONFOOD GROCERY	NONFOOD GROCERY	$1.39 		5.5404
00003500046246	PALM ULT LAVENDER	NONFOOD GROCERY	NONFOOD GROCERY	$4.19 		5.5404
00003600018345	HUGGIES LIL SWIMMERS LARG	NONFOOD GROCERY	NONFOOD GROCERY	$8.99 		5.5404
00003700001870	TIDE TO GO 6/1 UNIT	NONFOOD GROCERY	NONFOOD GROCERY	$3.39 		5.5404
00003700010673	BOUNTY REG 8 ROLL WHITE	NONFOOD GROCERY	NONFOOD GROCERY	$11.29 		5.5404
00003700035521	TIDE SCENTED POWDER 4 US	NONFOOD GROCERY	NONFOOD GROCERY	$8.99 		5.5404
00004116500632	SOLO ULTRA CLR CUPS 1OZ	NONFOOD GROCERY	NONFOOD GROCERY	$4.09 		5.5404
00004460000221	LIQ PLUMR PROF STRENGTH	NONFOOD GROCERY	NONFOOD GROCERY	$5.19 		5.5404
00004460071701	KINGSFORD CHARCOAL	NONFOOD GROCERY	NONFOOD GROCERY	$4.99 		5.5404
00005000042274	FRISKIES BUFFET BEEF&LIVE	NONFOOD GROCERY	NONFOOD GROCERY	$0.59 		5.5404
00005170036565	JET DRY REGULAR LIQUID	NONFOOD GROCERY	NONFOOD GROCERY	$4.19 		5.5404
00006233800138	EASY OFF OVEN SPRAY	NONFOOD GROCERY	NONFOOD GROCERY	$4.99 		5.5404
00006233806130	WOOLITE FINE FAB WSH-ORIG	NONFOOD GROCERY	NONFOOD GROCERY	$5.69 		5.5404
00006233877940	WOOLITE ORIGINAL 5OZ	NONFOOD GROCERY	NONFOOD GROCERY	$11.49 		5.5404
00007261301111	SUNBURST 2X TROP 35LD	NONFOOD GROCERY	NONFOOD GROCERY	$6.00 		5.5404
00007261315000	SUNSATIONS APPLE LQ DISH	NONFOOD GROCERY	NONFOOD GROCERY	$0.99 		5.5404
00007261315003	SUNSATIONS AQUA W/ OXYGEN	NONFOOD GROCERY	NONFOOD GROCERY	$0.99 		5.5404
00007418227082	SFTSOAP LHS THEMED INSERT	NONFOOD GROCERY	NONFOOD GROCERY	$3.69 		5.5404
00007499909127	RUG DOCTOR MACHINE 24.99	NONFOOD GROCERY	NONFOOD GROCERY	$24.99 		5.5404
00007499909128	RUG DOCTOR WIDE TRACK 26.99	NONFOOD GROCERY	NONFOOD GROCERY	$26.99 		5.5404
00088596708520	NIAGARA SPRAY STARCH	NONFOOD GROCERY	NONFOOD GROCERY	$2.09 		5.5404
00001540002616	WF INST SPANISH RICE	PASTA/GRAINS	GROCERY	$1.29 		$2.65 
00001740010641	S&W LONG GRAIN WHITE RICE	PASTA/GRAINS	GROCERY	$3.39 		2.65
00001740010647	S&W JASMINE RICE	PASTA/GRAINS	GROCERY	$2.99 		2.65
00008440128301	PF FR RUS WHEAT 28OZ  SLC	PASTA/GRAINS	GROCERY	$3.99 		2.65
00074050097365	FH LG WILD RICE HERB BTR	PASTA/GRAINS	GROCERY	$1.59 		2.65
00007033060664	BIC ELECTRC LIGHTER/CHLD	PERSONAL CARE/BUEATY	GENERAL MERCHANDISE	$1.59 		$2.82 
00007033071300	BIC SOLEIL FOR WOMEN 4PK	PERSONAL CARE/BUEATY	GENERAL MERCHANDISE	$5.99 		2.823333333
00007160352900	TRIM TWEEZERS - SLANT TIP	PERSONAL CARE/BUEATY	GENERAL MERCHANDISE	$0.89 		2.823333333
00008670068046	MLK CHC ALMNDS	PRODUCE	PRODUCE	$6.99 	PRODUCE	$6.99 
00001159400302	TIMS CHIPS JAL	SERVICE DELI	SERVICE DELI	$0.99 		$7.06 
00002898428754	ARNOTT'S SESAME WATER CRACK	SERVICE DELI	SERVICE DELI	$3.49 		7.056410256
00003820000090	VAN HOLTENS BIG PAPA PICKLE	SERVICE DELI	SERVICE DELI	$1.99 		7.056410256
00004242116061	BOAR'S HEAD BBQ SAUCE HOT	SERVICE DELI	SERVICE DELI	$3.99 		7.056410256
00005100013006	ARNOTTS CHSE BOARD CRACKER	SERVICE DELI	SERVICE DELI	$5.99 		7.056410256
00008411403300	KETTLE CHIPS LT SALT	SERVICE DELI	SERVICE DELI	$1.29 		7.056410256
00008411411092	KETTLE CHIPS KRINKLE CUT BBQ	SERVICE DELI	SERVICE DELI	$1.29 		7.056410256
00020500100000	SERVICE DELI	SERVICE DELI	SERVICE DELI	$7.99 		7.056410256
00020557900000	BH LEBANON BOLOGNA	SERVICE DELI	SERVICE DELI	$9.99 		7.056410256
00020558400000	BOLOGNA	SERVICE DELI	SERVICE DELI	$9.99 		7.056410256
00020572100000	BH CORNED BEEF	SERVICE DELI	SERVICE DELI	$9.99 		7.056410256
00020573100000	CP ROAST BEEF	SERVICE DELI	SERVICE DELI	$7.99 		7.056410256
00020573700000	BH BLK FOREST HAM	SERVICE DELI	SERVICE DELI	$9.99 		7.056410256
00020574900000	BH MAPLE GLAZED HAM	SERVICE DELI	SERVICE DELI	$9.99 		7.056410256
00020575100000	BLACK FOREST HAM	SERVICE DELI	SERVICE DELI	$7.99 		7.056410256
00020583500000	B/H OVENGOLD TURKEY	SERVICE DELI	SERVICE DELI	$9.99 		7.056410256
00020706400000	CHINESE CHICKEN SALAD	SERVICE DELI	SERVICE DELI	$7.99 		7.056410256
00020707100000	BROCCOLI SALAD	SERVICE DELI	SERVICE DELI	$6.99 		7.056410256
00020712100000	POTATO SALAD	SERVICE DELI	SERVICE DELI	$4.99 		7.056410256
00020712900000	DEVILED EGG POTATO SALAD	SERVICE DELI	SERVICE DELI	$2.99 		7.056410256
00020714200000	TUNA SALAD	SERVICE DELI	SERVICE DELI	$9.99 		7.056410256
00020718200000	PEA & CHEESE SALAD	SERVICE DELI	SERVICE DELI	$5.99 		7.056410256
00020719200000	GREEK SALAD	SERVICE DELI	SERVICE DELI	$7.99 		7.056410256
00020726700000	HALF SANDWICH	SERVICE DELI	SERVICE DELI	$9.99 		7.056410256
00020726800000	WHOLE SANDWICH	SERVICE DELI	SERVICE DELI	$5.99 		7.056410256
00020726900000	PRE MADE SANDWICH	SERVICE DELI	SERVICE DELI	$9.99 		7.056410256
00072883600590	MEZA ART HUMMUS RED PEPPE	SERVICE DELI	SERVICE DELI	$5.99 		7.056410256
00074602565203	CRACK N'SNACK EGGS	SERVICE DELI	SERVICE DELI	$1.49 		7.056410256
00077776200110	INDIANLIFE WH/WH NAAN	SERVICE DELI	SERVICE DELI	$5.99 		7.056410256
00003087555553	JAKES TARTAR SAUCE	SERVICE FISH	SERVICE FISH	$2.99 		$8.59 
00020007300000	SEAFOOD DEPT	SERVICE FISH	SERVICE FISH	$19.99 		8.589
00020859000000	SMOKED SALMON	SERVICE FISH	SERVICE FISH	$6.99 		8.589
00020864600000	SOCKEYE FILLETS FRESH	SERVICE FISH	SERVICE FISH	$10.99 		8.589
00020884400000	PETRALE SOLE FILLET	SERVICE FISH	SERVICE FISH	$10.99 		8.589
00020889500000	TILAPIA FILLETS FRESH	SERVICE FISH	SERVICE FISH	$7.99 		8.589
00020946100000	COCKTAIL SHRIMP	SERVICE FISH	SERVICE FISH	$3.98 		8.589
00020954400000	SURMI FLAKES	SERVICE FISH	SERVICE FISH	$3.99 		8.589
00020976400000	LARGE SHRIMP	SERVICE FISH	SERVICE FISH	$6.99 		8.589
00084323701419	COO COS RAW EZ PL 41-5	SERVICE FISH	SERVICE FISH	$10.99 		8.589
00020010800000	SERVICE MEAT DEPT	SERVICE MEAT	SERVICE MEAT	$49.99 		$18.37 
00020135200000	CHATEAUBRIAND	SERVICE MEAT	SERVICE MEAT	$9.99 		18.365
00020169900000	GROUND SIRLOIN	SERVICE MEAT	SERVICE MEAT	$9.99 		18.365
00020376700000	HAM CHUNKS	SERVICE MEAT	SERVICE MEAT	$3.49 		18.365
00001070002808	MILK DUDS	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		$3.22 
00001070051851	JOLLY RANCHER ASST	SNACKS/COOKIES/CANDY	GROCERY	$3.49 		3.217241379
00001070080722	PAYDAY BAR	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00001121590090	NECCO WAFERS ASSORTED	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00001159402001	TIMS REGULAR CHIPS	SNACKS/COOKIES/CANDY	GROCERY	$4.89 		3.217241379
00001159410002	TIMS CASCADE JALAPENO	SNACKS/COOKIES/CANDY	GROCERY	$2.99 		3.217241379
00001420053310	SUGAR BABIES	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00001540001977	WF SMI-SWT CHOC CHIPS	SNACKS/COOKIES/CANDY	GROCERY	$4.00 		3.217241379
00001540002570	WF WHITE POPCORN	SNACKS/COOKIES/CANDY	GROCERY	$1.59 		3.217241379
00001540002573	WF MW LT POPCORN-BUTTER	SNACKS/COOKIES/CANDY	GROCERY	$2.79 		3.217241379
00001540002679	WF ASST OLD FSHN COOKIES	SNACKS/COOKIES/CANDY	GROCERY	$2.29 		3.217241379
00001540007082	WF GRAN BAR CRNCHY PEANUT	SNACKS/COOKIES/CANDY	GROCERY	$3.29 		3.217241379
00001540059096	WF CANDY GUMMI BEARS	SNACKS/COOKIES/CANDY	GROCERY	$1.29 		3.217241379
00001600036630	BC H/HLPR SALISBURY	SNACKS/COOKIES/CANDY	GROCERY	$2.69 		3.217241379
